code,name,slug,description,provider,category_id,denom,price_sell,price_buy,admin_fee,status,service_id,,
YGRN30H,GARENA SHELLS 30.000,garena-shells-30.000,,GAME ONLINE,0,0,30550,29550,0,0,2,,
YGRN300H,GARENA SHELLS 300.000,garena-shells-300.000,,GAME ONLINE,0,0,287200,286200,0,0,2,,
YGRN40H,GARENA SHELLS 40.000,garena-shells-40.000,,GAME ONLINE,0,0,49600,48600,0,0,2,,
YGRN5H,GARENA SHELLS 5.000,garena-shells-5.000,,GAME ONLINE,0,0,6600,5600,0,0,2,,
YGRN50H,GARENA SHELLS 50.000,garena-shells-50.000,,GAME ONLINE,0,0,51300,50300,0,1,2,,
YGRN60H,GARENA SHELLS 60.000,garena-shells-60.000,,GAME ONLINE,0,0,59100,58100,0,0,2,,
YGS10H,GEMSCOOL 10.000,gemscool-10.000,,GAME ONLINE,0,0,11775,10775,0,0,2,,
YGS100H,GEMSCOOL 100.000,gemscool-100.000,,GAME ONLINE,0,0,98150,97150,0,0,2,,
YGS20H,GEMSCOOL 20.000,gemscool-20.000,,GAME ONLINE,0,0,21150,20150,0,0,2,,
YGS200H,GEMSCOOL 200.000,gemscool-200.000,,GAME ONLINE,0,0,193700,192700,0,0,2,,
YGS30H,GEMSCOOL 30.000,gemscool-30.000,,GAME ONLINE,0,0,30900,29900,0,0,2,,
YGS300H,GEMSCOOL 300.000,gemscool-300.000,,GAME ONLINE,0,0,289800,288800,0,0,2,,
YGS50H,GEMSCOOL 50.000,gemscool-50.000,,GAME ONLINE,0,0,50300,49300,0,0,2,,
YMAXDV12H,GIGAMAX DATA 15GB FLASH + 40GB VIDEOMAX 30HR,gigamax-data-15gb-flash-40gb-videomax-30hr,,TELKOMSEL,6,0,150200,149200,0,1,2,,
YMAXDV2H,GIGAMAX DATA 3GB FLASH + 12GB VIDEOMAX 30HR,gigamax-data-3gb-flash-12gb-videomax-30hr,,TELKOMSEL,6,0,51700,50700,0,0,2,,
YMAXDV6H,GIGAMAX DATA 7GB FLASH + 28GB VIDEOMAX 30HR,gigamax-data-7gb-flash-28gb-videomax-30hr,,TELKOMSEL,6,0,107350,106350,0,1,2,,
YGCGC10H,GoCash Game Card $10,gocash-game-card-dollar10,,GAME ONLINE,0,0,168005,167005,0,1,2,,
YGCGC20H,GoCash Game Card $20,gocash-game-card-dollar20,,GAME ONLINE,0,0,324285,323285,0,1,2,,
YCMDG3H,GOKIL MAX 12GB Nas + 24GB Lokal + 70GB Malam 30 Hari,gokil-max-12gb-nas-24gb-lokal-70gb-malam-30-hari,,SMART,0,0,78500,77500,0,0,2,,
YCMDG1H,GOKIL MAX 3GB Nas + 6GB Lokal + 30GB Malam 30 Hari,gokil-max-3gb-nas-6gb-lokal-30gb-malam-30-hari,,SMART,0,0,32000,31000,0,0,2,,
YCMDG2H,GOKIL MAX 7GB Nas + 14GB Lokal + 50GB Malam 30 Hari,gokil-max-7gb-nas-14gb-lokal-50gb-malam-30-hari,,SMART,0,0,58500,57500,0,0,2,,
YGOV10H,GOL ONLINE V10,gol-online-v10,,GAME ONLINE,0,0,11125,10125,0,0,2,,
YGOV100H,GOL ONLINE V100,gol-online-v100,,GAME ONLINE,0,0,92125,91125,0,0,2,,
YGOV20H,GOL ONLINE V20,gol-online-v20,,GAME ONLINE,0,0,20125,19125,0,0,2,,
YGOV50H,GOL ONLINE V50,gol-online-v50,,GAME ONLINE,0,0,47125,46125,0,0,2,,
YSMD100H,GOLD 100RB 55GB,gold-100rb-55gb,,SMART,0,0,99600,98600,0,0,2,,
YGGE100H,Good Games 100k,good-games-100k,,GAME ONLINE,0,0,101000,100000,0,1,2,,
YGGE10H,Good Games 10k,good-games-10k,,GAME ONLINE,0,0,12800,11800,0,1,2,,
YGGE20H,Good Games 20k,good-games-20k,,GAME ONLINE,0,0,22600,21600,0,1,2,,
YGGE300H,Good Games 300k,good-games-300k,,GAME ONLINE,0,0,297000,296000,0,1,2,,
YGGE50H,Good Games 50k,good-games-50k,,GAME ONLINE,0,0,52000,51000,0,1,2,,
YGP10H,GOOGLE PLAY $10,google-play-dollar10,,GAME ONLINE,0,0,153300,152300,0,0,2,,
YGP100H,GOOGLE PLAY $100,google-play-dollar100,,GAME ONLINE,0,0,1424000,1423000,0,0,2,,
YGP15H,GOOGLE PLAY $15,google-play-dollar15,,GAME ONLINE,0,0,235125,234125,0,0,2,,
YGP25H,GOOGLE PLAY $25,google-play-dollar25,,GAME ONLINE,0,0,362000,361000,0,0,2,,
YGP50H,GOOGLE PLAY $50,google-play-dollar50,,GAME ONLINE,0,0,708000,707000,0,0,2,,
YHAGO1650H,HAGO 1650 DIAMONDS,hago-1650-diamonds,,GAME ONLINE,0,0,578200,577200,0,0,2,,
YHAGO225H,HAGO 225 DIAMONDS,hago-225-diamonds,,GAME ONLINE,0,0,77350,76350,0,1,2,,
YHAGO375H,HAGO 375 DIAMONDS,hago-375-diamonds,,GAME ONLINE,0,0,153800,152800,0,1,2,,
YHAGO45H,HAGO 45 DIAMONDS,hago-45-diamonds,,GAME ONLINE,0,0,18800,17800,0,1,2,,
YHAGO6H,HAGO 6 DIAMONDS,hago-6-diamonds,,GAME ONLINE,0,0,4700,3700,0,0,2,,
YHAGO90H,HAGO 90 DIAMONDS,hago-90-diamonds,,GAME ONLINE,0,0,32350,31350,0,0,2,,
YHAGO900H,HAGO 900 DIAMONDS,hago-900-diamonds,,GAME ONLINE,0,0,303800,302800,0,1,2,,
YXDH5H,"HOTROD 24Jam 120MB, 7hr",hotrod-24jam-120mb-7hr,,GAME ONLINE IN,0,0,8200,7200,0,0,2,,
YXD25H,HotRod 3G+ Bulanan 2.1GB/30 days,hotrod-3g-bulanan-2.1gb-30-days,,AXIS / XL,0,0,28100,27100,0,0,2,,
YXD100H,"HotRod 3G+ Bulanan, 5.1GB/30 days",hotrod-3g-bulanan-5.1gb-30-days,,AXIS / XL,0,0,104100,103100,0,0,2,,
YXD10H,"HotRod 3G+ Mingguan, 200MB",hotrod-3g-mingguan-200mb,,AXIS / XL,0,0,13100,12100,0,0,2,,
YXDB50H,HotRod BB UNLIMITED,hotrod-bb-unlimited,,AXIS / XL,0,0,56100,55100,0,0,2,,
YGIH10H,IAH GAMES 10.000,iah-games-10.000,,GAME ONLINE,0,0,11425,10425,0,0,2,,
YGIH100H,IAH GAMES 100.000,iah-games-100.000,,GAME ONLINE,0,0,95125,94125,0,0,2,,
YGIH20H,IAH GAMES 20.000,iah-games-20.000,,GAME ONLINE,0,0,20725,19725,0,0,2,,
YGIH50H,IAH GAMES 50.000,iah-games-50.000,,GAME ONLINE,0,0,48625,47625,0,0,2,,
YGIN10H,INCASH 10.000,incash-10.000,,GAME ONLINE,0,0,11125,10125,0,0,2,,
YGIN100H,INCASH 100.000,incash-100.000,,GAME ONLINE,0,0,92125,91125,0,0,2,,
YGIN20H,INCASH 20.000,incash-20.000,,GAME ONLINE,0,0,20125,19125,0,0,2,,
YGIN50H,INCASH 50.000,incash-50.000,,GAME ONLINE,0,0,47125,46125,0,0,2,,
YIDAP10H,INDOSAT 10GB 24jam DATA Aplikasi 30 hari,indosat-10gb-24jam-data-aplikasi-30-hari,,ISAT,0,0,40700,39700,0,0,2,,
YIDC10H,INDOSAT 10GB+PULSA GIFT 5RB 30HR,indosat-10gb-pulsa-gift-5rb-30hr,,ISAT,0,0,107600,106600,0,1,2,,
YIDAP15H,INDOSAT 15GB 24jam DATA Aplikasi 30 hari,indosat-15gb-24jam-data-aplikasi-30-hari,,ISAT,0,0,55000,54000,0,0,2,,
YIDC1H,INDOSAT 1GB+PULSA GIFT 5RB 30HR,indosat-1gb-pulsa-gift-5rb-30hr,,ISAT,0,0,23900,22900,0,1,2,,
YIDC2H,INDOSAT 2GB+PULSA GIFT 5RB 30HR,indosat-2gb-pulsa-gift-5rb-30hr,,ISAT,0,0,33300,32300,0,1,2,,
YID20H,"INDOSAT 38GB+100Mnt&SMS(Offnet),30hr",indosat-38gb-100mnt-sms-offnet-30hr,,ISAT,0,0,146200,145200,0,1,2,,
YIDC3H,INDOSAT 3GB+PULSA GIFT 5RB 30HR,indosat-3gb-pulsa-gift-5rb-30hr,,ISAT,0,0,42600,41600,0,1,2,,
YIDC4H,INDOSAT 4GB+PULSA GIFT 5RB 30HR,indosat-4gb-pulsa-gift-5rb-30hr,,ISAT,0,0,52000,51000,0,1,2,,
YIDAP5H,INDOSAT 5GB 24jam DATA Aplikasi 30 hari,indosat-5gb-24jam-data-aplikasi-30-hari,,ISAT,0,0,26700,25700,0,0,2,,
YIDC5H,INDOSAT 5GB+PULSA GIFT 5RB 30HR,indosat-5gb-pulsa-gift-5rb-30hr,,ISAT,0,0,61200,60200,0,1,2,,
YIDC6H,INDOSAT 6GB+PULSA GIFT 5RB 30HR,indosat-6gb-pulsa-gift-5rb-30hr,,ISAT,0,0,70500,69500,0,1,2,,
YIDC7H,INDOSAT 7GB+PULSA GIFT 5RB 30HR,indosat-7gb-pulsa-gift-5rb-30hr,,ISAT,0,0,79800,78800,0,1,2,,
YIDC8H,INDOSAT 8GB+PULSA GIFT 5RB 30HR,indosat-8gb-pulsa-gift-5rb-30hr,,ISAT,0,0,89000,88000,0,1,2,,
YIDC9H,INDOSAT 9GB+PULSA GIFT 5RB 30HR,indosat-9gb-pulsa-gift-5rb-30hr,,ISAT,0,0,98400,97400,0,1,2,,
YIDUM10H,INDOSAT DATA 10GB 24 JAM + 5K PULSA 30 HARI,indosat-data-10gb-24-jam-5k-pulsa-30-hari,,ISAT,0,0,87600,86600,0,1,2,,
YIDUM1H,INDOSAT DATA 1GB 24 JAM + 5K PULSA 30 HARI,indosat-data-1gb-24-jam-5k-pulsa-30-hari,,ISAT,0,0,15300,14300,0,1,2,,
YIDUM2H,INDOSAT DATA 2GB 24 JAM + 5K PULSA 30 HARI,indosat-data-2gb-24-jam-5k-pulsa-30-hari,,ISAT,0,0,23300,22300,0,1,2,,
YIDUM3H,INDOSAT DATA 3GB 24 JAM + 5K PULSA 30 HARI,indosat-data-3gb-24-jam-5k-pulsa-30-hari,,ISAT,0,0,31400,30400,0,1,2,,
YIDUM4H,INDOSAT DATA 4GB 24 JAM + 5K PULSA 30 HARI,indosat-data-4gb-24-jam-5k-pulsa-30-hari,,ISAT,0,0,39300,38300,0,1,2,,
YIDUM5H,INDOSAT DATA 5GB 24 JAM + 5K PULSA 30 HARI,indosat-data-5gb-24-jam-5k-pulsa-30-hari,,ISAT,0,0,47300,46300,0,1,2,,
YIDUM6H,INDOSAT DATA 6GB 24 JAM + 5K PULSA 30 HARI,indosat-data-6gb-24-jam-5k-pulsa-30-hari,,ISAT,0,0,55300,54300,0,1,2,,
YIDUM7H,INDOSAT DATA 7GB 24 JAM + 5K PULSA 30 HARI,indosat-data-7gb-24-jam-5k-pulsa-30-hari,,ISAT,0,0,63500,62500,0,1,2,,
YIDUM8H,INDOSAT DATA 8GB 24 JAM + 5K PULSA 30 HARI,indosat-data-8gb-24-jam-5k-pulsa-30-hari,,ISAT,0,0,71400,70400,0,1,2,,
YIDUM9H,INDOSAT DATA 9GB 24 JAM + 5K PULSA 30 HARI,indosat-data-9gb-24-jam-5k-pulsa-30-hari,,ISAT,0,0,79500,78500,0,1,2,,
YIDG10H,INDOSAT DATA FIT 10GB (8GB+2GB APP)+10MIN ALL OP 30HR,indosat-data-fit-10gb-8gb-2gb-app-10min-all-op-30hr,,ISAT,0,0,54500,53500,0,0,2,,
YIDG20H,INDOSAT DATA FIT 20GB (15GB+5GB APP)+25MIN ALL OP 30HR,indosat-data-fit-20gb-15gb-5gb-app-25min-all-op-30hr,,ISAT,0,0,107000,106000,0,0,2,,
YIDG30H,INDOSAT DATA FIT 30GB (25GB+5GB APP)+40MIN ALL OP 30HR,indosat-data-fit-30gb-25gb-5gb-app-40min-all-op-30hr,,ISAT,0,0,159500,158500,0,0,2,,
YIDG130H,INDOSAT DATA PRO 130GB (120GB+10GB APP)+200MIN ALL OP 30HR,indosat-data-pro-130gb-120gb-10gb-app-200min-all-op-30hr,,ISAT,0,0,527000,526000,0,1,2,,
YIDG320H,INDOSAT DATA PRO 320GB (300GB+20GB APP)+500MIN ALL OP 30HR,indosat-data-pro-320gb-300gb-20gb-app-500min-all-op-30hr,,ISAT,0,0,1052000,1051000,0,1,2,,
YIDG65H,INDOSAT DATA PRO 65GB (60GB+5GB APP)+100MIN ALL OP 30HR,indosat-data-pro-65gb-60gb-5gb-app-100min-all-op-30hr,,ISAT,0,0,317000,316000,0,0,2,,
YIDSA1H,"Indosat Data Stand Alone 1GB, 30 Hari",indosat-data-stand-alone-1gb-30-hari,,ISAT,0,0,34140,33140,0,0,2,,
YIDSA2H,"Indosat Data Stand Alone 2GB, 30 Hari",indosat-data-stand-alone-2gb-30-hari,,ISAT,0,0,50160,49160,0,0,2,,
YIDSA3H,"Indosat Data Stand Alone 4GB, 30 Hari",indosat-data-stand-alone-4gb-30-hari,,ISAT,0,0,47620,46620,0,0,2,,
YIDSA5H,"Indosat Data Stand Alone 5GB, 30 Hari",indosat-data-stand-alone-5gb-30-hari,,ISAT,0,0,106230,105230,0,0,2,,
YIDY10H,INDOSAT DATA YELLOW 1GB 10HARI,indosat-data-yellow-1gb-10hari,,ISAT,0,0,9525,8525,0,0,2,,
YIDEX2H,Indosat Extra Data 2GB,indosat-extra-data-2gb,,ISAT,0,0,39000,38000,0,0,2,,
YIDEX4H,Indosat Extra Data 4GB,indosat-extra-data-4gb,,ISAT,0,0,53083,52083,0,0,2,,
YIDEX6H,Indosat Extra Data 6GB,indosat-extra-data-6gb,,ISAT,0,0,70463,69463,0,0,2,,
YIDIF10H,INDOSAT FREEDOM 16GB 30HARI,indosat-freedom-16gb-30hari,,ISAT,0,0,61300,60300,0,1,2,,
YIDIF2H,INDOSAT FREEDOM 3 GB 30HARI,indosat-freedom-3-gb-30hari,,ISAT,0,0,19850,18850,0,1,2,,
YIDIF4H,INDOSAT FREEDOM 5.5GB 30HARI,indosat-freedom-5.5gb-30hari,,ISAT,0,0,29750,28750,0,0,2,,
YIT100H,INDOSAT M2 100RB,indosat-m2-100rb,,ISAT,0,0,100800,99800,0,0,2,,
YIDIU10H,Indosat Unlimited 10GB+25GB(Apps)+UL(Nelp&SMS) 30hr,indosat-unlimited-10gb-25gb-apps-ul-nelp-sms-30hr,,ISAT,0,0,97050,96050,0,1,2,,
YIDIU1H,Indosat Unlimited 1GB+4.5GB(Apps) 30hr,indosat-unlimited-1gb-4.5gb-apps-30hr,,ISAT,0,0,32100,31100,0,1,2,,
YIDIU2H,Indosat Unlimited 2GB+7.5GB(Apps) 30hr,indosat-unlimited-2gb-7.5gb-apps-30hr,,ISAT,0,0,51375,50375,0,1,2,,
YIDIU3H,Indosat Unlimited 3GB+15GB(Apps)+UL(SMS) 30hr,indosat-unlimited-3gb-15gb-apps-ul-sms-30hr,,ISAT,0,0,71700,70700,0,1,2,,
YIDIU7H,Indosat Unlimited 7GB+20GB(Apps)+UL(SMS) 30hr,indosat-unlimited-7gb-20gb-apps-ul-sms-30hr,,ISAT,0,0,91975,90975,0,1,2,,
YAGUH,"Internat Gaul Unli 30 Hr FUP 1,5Gb",internat-gaul-unli-30-hr-fup-1-5gb,,AXIS / XL,0,0,2200,1200,0,0,2,,
YIDB35H,ISAT DATA BOMBER 20GB+ 5GB 4G+10GB 01-06 60Hr,isat-data-bomber-20gb-5gb-4g-10gb-01-06-60hr,,ISAT,0,0,89000,88000,0,0,2,,
YIDB25H,ISAT DATA BOMBER 3GB+4GB 4G+18GB 01-06 30Hr,isat-data-bomber-3gb-4gb-4g-18gb-01-06-30hr,,ISAT,0,0,45000,44000,0,0,2,,
YIDB30H,ISAT DATA BOMBER 9GB+5GB 4G+16GB 01-06 60 hr,isat-data-bomber-9gb-5gb-4g-16gb-01-06-60-hr,,ISAT,0,0,61500,60500,0,0,2,,
YI125H,ISAT IM3 / MENTARI REGULER 125 RB,isat-im3-mentari-reguler-125-rb,,ISAT,0,0,120850,119850,0,1,2,,
YI175H,ISAT IM3 / MENTARI REGULER 175 RB,isat-im3-mentari-reguler-175-rb,,ISAT,0,0,168375,167375,0,1,2,,
YIS20H,ISAT IM3 / MENTARI SMS 20RB,isat-im3-mentari-sms-20rb,,ISAT,0,0,20700,19700,0,0,2,,
YIS25H,ISAT IM3 / MENTARI SMS 25RB,isat-im3-mentari-sms-25rb,,ISAT,0,0,30325,29325,0,1,2,,
YIS5H,ISAT IM3 / MENTARI SMS 5RB,isat-im3-mentari-sms-5rb,,ISAT,0,0,8775,7775,0,1,2,,
YIDM2H,"ISATDATA M(3G) 2GB+3,5GB(01-06)+500MB(APP)",isatdata-m-3g-2gb-3-5gb-01-06-500mb-app-,,ISAT,0,0,37775,36775,0,0,2,,
YITN10H,itunes $10,itunes-dollar10,,GAME ONLINE,0,0,160600,159600,0,1,2,,
YITN100H,itunes $100,itunes-dollar100,,GAME ONLINE,0,0,1540000,1539000,0,1,2,,
YITN15H,itunes $15,itunes-dollar15,,GAME ONLINE,0,0,240400,239400,0,1,2,,
YITN25H,itunes $25,itunes-dollar25,,GAME ONLINE,0,0,395250,394250,0,1,2,,
YITN50H,itunes $50,itunes-dollar50,,GAME ONLINE,0,0,780000,779000,0,1,2,,
YTDIP107H,Ketengan Ilmupedia 10GB 7 hari,ketengan-ilmupedia-10gb-7-hari,,TELKOMSEL,6,0,19100,18100,0,1,2,,
YTDIP153H,Ketengan Ilmupedia 15GB 3 hari,ketengan-ilmupedia-15gb-3-hari,,TELKOMSEL,6,0,16100,15100,0,1,2,,
YTDIP157H,Ketengan Ilmupedia 15GB 7 hari,ketengan-ilmupedia-15gb-7-hari,,TELKOMSEL,6,0,23200,22200,0,1,2,,
YTDIP257H,Ketengan Ilmupedia 25GB 7 hari,ketengan-ilmupedia-25gb-7-hari,,TELKOMSEL,6,0,27200,26200,0,1,2,,
YKWC10H,KIWICARD 10.000,kiwicard-10.000,,GAME ONLINE,0,0,11425,10425,0,0,2,,
YKWC100H,KIWICARD 100.000,kiwicard-100.000,,GAME ONLINE,0,0,95125,94125,0,0,2,,
YKWC20H,KIWICARD 20.000,kiwicard-20.000,,GAME ONLINE,0,0,20725,19725,0,0,2,,
YKWC200H,KIWICARD 200.000,kiwicard-200.000,,GAME ONLINE,0,0,188125,187125,0,0,2,,
YKWC30H,KIWICARD 30.000,kiwicard-30.000,,GAME ONLINE,0,0,30025,29025,0,0,2,,
YKWC300H,KIWICARD 300.000,kiwicard-300.000,,GAME ONLINE,0,0,281125,280125,0,0,2,,
YKWC50H,KIWICARD 50.000,kiwicard-50.000,,GAME ONLINE,0,0,48625,47625,0,0,2,,
YTDM3H,"Kuota 1,5GB(Nasional), 7hr",kuota-1-5gb-nasional-7hr,,KARTU3,0,0,15475,14475,0,1,2,,
YTDM1H,"Kuota 1GB(Nasional), 5hr",kuota-1gb-nasional-5hr,,KARTU3,0,0,12200,11200,0,1,2,,
YCMD4H,"Kuota 24 Jam 10GB, Kuota Malam 20GB/30 hari",kuota-24-jam-10gb-kuota-malam-20gb-30-hari,,SMART,0,0,62050,61050,0,1,2,,
YCMD1H,"Kuota 24 Jam 2GB, Kuota Malam 3GB, Chat 1GB/14 hari",kuota-24-jam-2gb-kuota-malam-3gb-chat-1gb-14-hari,,SMART,0,0,21725,20725,0,1,2,,
YCMD6H,"Kuota 24 Jam 30GB, Kuota Malam 60GB/30 hari",kuota-24-jam-30gb-kuota-malam-60gb-30-hari,,SMART,0,0,147815,146815,0,1,2,,
YCMD7H,Kuota 24 Jam 40GB Kuota Malam 80GB/30 hari,kuota-24-jam-40gb-kuota-malam-80gb-30-hari,,SMART,0,0,200050,199050,0,1,2,,
YCMD2H,"Kuota 24 Jam 4GB, Kuota Malam 4GB, Chat 2GB/30 hari",kuota-24-jam-4gb-kuota-malam-4gb-chat-2gb-30-hari,,SMART,0,0,31565,30565,0,1,2,,
YTRD5GH,KUOTA 5GB PULSA 15RB,kuota-5gb-pulsa-15rb,,KARTU3,0,0,51600,50600,0,0,2,,
YTRD8GH,KUOTA 8GB PULSA 50RB,kuota-8gb-pulsa-50rb,,KARTU3,0,0,100600,99600,0,0,2,,
YTD10H,Kuota++ 10GB + Regular 20GB +UNL Youtube,kuota-10gb-regular-20gb-unl-youtube,,KARTU3,0,0,132950,131950,0,0,2,,
YTD4GH,Kuota++ 4GB + Regular 4GB + UNL Youtube,kuota-4gb-regular-4gb-unl-youtube,,KARTU3,0,0,55000,54000,0,0,2,,
YTD5H,Kuota++ 5GB + Regular 8GB+UNL Youtube,kuota-5gb-regular-8gb-unl-youtube,,KARTU3,0,0,69300,68300,0,0,2,,
YTD8H,Kuota++ 8GB + Regular 14GB+ UNL Youtube,kuota-8gb-regular-14gb-unl-youtube,,KARTU3,0,0,111950,110950,0,0,2,,
YGLA1650H,Life After 1650 + 218 Credits,life-after-1650-218-credits,,GAME ONLINE,0,0,330000,329000,0,1,2,,
YGLA220H,Life After 220 +22 Credits,life-after-220-22-credits,,GAME ONLINE,0,0,45800,44800,0,1,2,,
YGLA2500H,Life After 2500 + 388 Credits,life-after-2500-388-credits,,GAME ONLINE,0,0,501000,500000,0,1,2,,
YGLA375H,Life After 375 + 38 Credits,life-after-375-38-credits,,GAME ONLINE,0,0,76800,75800,0,1,2,,
YGLA4125H,Life After 4125 + 750 Credits,life-after-4125-750-credits,,GAME ONLINE,0,0,819750,818750,0,1,2,,
YGLA5500H,Life After 5500 + 1088 Credits,life-after-5500-1088-credits,,GAME ONLINE,0,0,1092000,1091000,0,1,2,,
YGLA75H,Life After 75+6 Credits,life-after-75-6-credits,,GAME ONLINE,0,0,17600,16600,0,1,2,,
YGLA825H,Life After 825 + 88 Credits,life-after-825-88-credits,,GAME ONLINE,0,0,166800,165800,0,1,2,,
YTLIONSP3H,Lionsgate Play 30Hr + 2GB MAX,lionsgate-play-30hr-2gb-max,,TELKOMSEL,6,0,17250,16250,0,1,2,,
YGLOKA11H,Lokapala 11 Citrine,lokapala-11-citrine,,GAME ONLINE,0,0,6275,5275,0,1,2,,
YGLOKA15H,Lokapala 15 Citrine,lokapala-15-citrine,,GAME ONLINE,0,0,8250,7250,0,1,2,,
YGLOKA187H,Lokapala 187 Citrine,lokapala-187-citrine,,GAME ONLINE,0,0,61075,60075,0,1,2,,
YGLOKA1900H,Lokapala 1900 Citrine,lokapala-1900-citrine,,GAME ONLINE,0,0,590250,589250,0,1,2,,
YGLOKA24H,Lokapala 24 Citrine,lokapala-24-citrine,,GAME ONLINE,0,0,10975,9975,0,1,2,,
YGLOKA259H,Lokapala 259 Citrine,lokapala-259-citrine,,GAME ONLINE,0,0,83025,82025,0,1,2,,
YGLOKA38H,Lokapala 38 Citrine,lokapala-38-citrine,,GAME ONLINE,0,0,16250,15250,0,1,2,,
YGLOKA380H,Lokapala 380 Citrine,lokapala-380-citrine,,GAME ONLINE,0,0,118825,117825,0,1,2,,
YGLOKA518H,Lokapala 518 Citrine,lokapala-518-citrine,,GAME ONLINE,0,0,168125,167125,0,1,2,,
YGLOKA52H,Lokapala 52 Citrine,lokapala-52-citrine,,GAME ONLINE,0,0,21150,20150,0,1,2,,
YGLOKA8H,Lokapala 8 Citrine,lokapala-8-citrine,,GAME ONLINE,0,0,4975,3975,0,1,2,,
YGLOKA94H,Lokapala 94 Citrine,lokapala-94-citrine,,GAME ONLINE,0,0,33950,32950,0,1,2,,
YGLOKA950H,Lokapala 950 Citrine,lokapala-950-citrine,,GAME ONLINE,0,0,295750,294750,0,1,2,,
YLY10H,LYTO 10.000,lyto-10.000,,GAME ONLINE,0,0,11750,10750,0,0,2,,
YLY175H,LYTO 175.000,lyto-175.000,,GAME ONLINE,0,0,173250,172250,0,0,2,,
YLY20H,LYTO 20.000,lyto-20.000,,GAME ONLINE,0,0,21500,20500,0,0,2,,
YLY35H,LYTO 35.000,lyto-35.000,,GAME ONLINE,0,0,36100,35100,0,0,2,,
YLY500H,LYTO 500RB,lyto-500rb,,GAME ONLINE,0,0,492000,491000,0,0,2,,
YLY5H,LYTO 5RB,lyto-5rb,,GAME ONLINE,0,0,7325,6325,0,0,2,,
YLY65H,LYTO 65RB,lyto-65rb,,GAME ONLINE,0,0,65100,64100,0,0,2,,
YMAXDG12H,"MAXSGALA 10GBFlash+30GB(HBOGo,Hooq,VIU,&Vidio",maxsgala-10gbflash-30gb-hbogo-hooq-viu-vidio,,TELKOMSEL,6,0,149200,148200,0,1,2,,
YMAXDG2H,"MAXSGALA 2GB Flash+7GB(HBOGo,Hooq,VIU,&Vidio)",maxsgala-2gb-flash-7gb-hbogo-hooq-viu-vidio-,,TELKOMSEL,6,0,70700,69700,0,1,2,,
YMAXDG5H,"MAXSGALA 4GBFlash+20GB(HBOGo,Hooq,VIU,&Vidio)",maxsgala-4gbflash-20gb-hbogo-hooq-viu-vidio-,,TELKOMSEL,6,0,98700,97700,0,1,2,,
YMAXDX10H,MAXstream 10GB (7 Hari),maxstream-10gb-7-hari-,,TELKOMSEL,6,0,13200,12200,0,0,2,,
YMAXDX20H,MAXstream 20GB (30 Hari),maxstream-20gb-30-hari-,,TELKOMSEL,6,0,83400,82400,0,1,2,,
YMAXDX5H,MAXstream 5GB (3 Hari),maxstream-5gb-3-hari-,,TELKOMSEL,6,0,10000,9000,0,0,2,,
YMAXDX7H,MAXstream 7GB (3 Hari),maxstream-7gb-3-hari-,,TELKOMSEL,6,0,10900,9900,0,0,2,,
YTMXHBO1H,MAXstream HBO GO 30Hr,maxstream-hbo-go-30hr,,TELKOMSEL,6,0,62850,61850,0,1,2,,
YMAXDNH,MAXstream Nickelodeon Play (30 Hari),maxstream-nickelodeon-play-30-hari-,,TELKOMSEL,6,0,32400,31400,0,0,2,,
YGMM10H,MCASH 10.000,mcash-10.000,,GAME ONLINE,0,0,11125,10125,0,0,2,,
YGMM100H,MCASH 100.000,mcash-100.000,,GAME ONLINE,0,0,92125,91125,0,0,2,,
YGMM200H,MCASH 200.000,mcash-200.000,,GAME ONLINE,0,0,182125,181125,0,0,2,,
YGMM25H,MCASH 25.000,mcash-25.000,,GAME ONLINE,0,0,24625,23625,0,0,2,,
YGMM5H,MCASH 5.000,mcash-5.000,,GAME ONLINE,0,0,6625,5625,0,0,2,,
YGMM50H,MCASH 50.000,mcash-50.000,,GAME ONLINE,0,0,47125,46125,0,0,2,,
YMS10H,MEGAXUS 10.000,megaxus-10.000,,GAME ONLINE,0,0,12880,11880,0,1,2,,
YMS100H,MEGAXUS 100.000,megaxus-100.000,,GAME ONLINE,0,0,109900,108900,0,1,2,,
YMS20H,MEGAXUS 20.000,megaxus-20.000,,GAME ONLINE,0,0,24100,23100,0,1,2,,
YMS200H,MEGAXUS 200.000,megaxus-200.000,,GAME ONLINE,0,0,217700,216700,0,1,2,,
YMS50H,MEGAXUS 50.000,megaxus-50.000,,GAME ONLINE,0,0,56000,55000,0,1,2,,
YMS500H,MEGAXUS 500.000,megaxus-500.000,,GAME ONLINE,0,0,541100,540100,0,1,2,,
YMEV120H,METIN2VOUCHER 120.000,metin2voucher-120.000,,GAME ONLINE,0,0,110125,109125,0,0,2,,
YMEV285H,METIN2VOUCHER 285.000,metin2voucher-285.000,,GAME ONLINE,0,0,258625,257625,0,0,2,,
YMEV545H,METIN2VOUCHER 545.000,metin2voucher-545.000,,GAME ONLINE,0,0,492625,491625,0,0,2,,
YMEV60H,METIN2VOUCHER 60.000,metin2voucher-60.000,,GAME ONLINE,0,0,56125,55125,0,0,2,,
YML7H,MOBILE LEGEND 1159 DIAMOND,mobile-legend-1159-diamond,,GAME ONLINE,0,0,318600,317600,0,1,2,,
